symbol,total_pnl_rate,win_rate,profit_factor,mdd,total_trades,total_fee,avg_holding_hours,reason_counts
EDGE,-1.4,0.0,0.0,-1.85,2,2048.27,4.5,"{""손절"": 1, ""백테스트종료"": 1}"
ENA,-0.52,50.0,0.576,-1.39,4,4153.73,4.46,"{""전략매도"": 2, ""손절"": 1, ""백테스트종료"": 1}"
ENSO,-7.16,38.1,0.228,-8.38,21,23153.78,9.08,"{""전략매도"": 13, ""횡보정리"": 3, ""손절"": 4, ""백테스트종료"": 1}"
EPT,-1.26,50.0,0.447,-2.62,6,6218.38,9.31,"{""트레일링스탑"": 1, ""전략매도"": 2, ""손절"": 2, ""횡보정리"": 1}"
ETH,-1.79,25.0,0.446,-3.84,24,24121.7,8.75,"{""전략매도"": 21, ""횡보정리"": 2, ""백테스트종료"": 1}"
F,-3.52,33.33,0.21,-4.73,15,15745.11,12.17,"{""손절"": 3, ""전략매도"": 8, ""횡보정리"": 3, ""백테스트종료"": 1}"
FANC,2.49,62.5,2.244,-1.96,8,7145.73,4.45,"{""전략매도"": 2, ""손절"": 2, ""동적익절"": 2, ""트레일링스탑"": 1, ""백테스트종료"": 1}"
G,-0.02,66.67,0.994,-3.99,9,8332.94,3.95,"{""횡보정리"": 1, ""전략매도"": 2, ""트레일링스탑"": 2, ""손절"": 2, ""동적익절"": 1, ""백테스트종료"": 1}"
GAS,0.19,50.0,1.325,-0.83,4,3754.85,15.77,"{""횡보정리"": 3, ""전략매도"": 1}"
GTC,-2.29,0.0,0.0,-3.15,3,3692.53,1.69,"{""손절"": 2, ""백테스트종료"": 1}"
GWEI,-4.17,37.5,0.448,-8.48,16,16978.73,5.74,"{""전략매도"": 4, ""손절"": 7, ""횡보정리"": 1, ""트레일링스탑"": 2, ""동적익절"": 1, ""백테스트종료"": 1}"
H,-3.83,48.28,0.657,-8.24,29,29903.99,6.2,"{""전략매도"": 14, ""횡보정리"": 1, ""트레일링스탑"": 2, ""동적익절"": 1, ""손절"": 11}"
HAEDAL,0.15,80.0,1.046,-1.72,15,13753.73,9.63,"{""손절"": 3, ""전략매도"": 8, ""횡보정리"": 3, ""트레일링스탑"": 1}"
HOOK,0.28,50.0,1.176,-2.59,8,8757.04,5.96,"{""횡보정리"": 1, ""전략매도"": 3, ""트레일링스탑"": 2, ""손절"": 1, ""백테스트종료"": 1}"
HUMA,-4.98,48.65,0.733,-8.57,37,39875.18,3.9,"{""손절"": 17, ""전략매도"": 9, ""횡보정리"": 1, ""동적익절"": 7, ""트레일링스탑"": 2, ""백테스트종료"": 1}"
ICP,-0.53,33.33,0.221,-1.22,3,3320.06,4.83,"{""전략매도"": 3}"
ICX,-2.29,0.0,0.0,-2.79,3,3276.04,2.81,"{""손절"": 2, ""백테스트종료"": 1}"
IP,-0.81,40.0,0.261,-1.37,5,4563.06,10.03,"{""전략매도"": 4, ""손절"": 1}"
KAIA,-0.8,0.0,0.0,-1.02,2,2479.96,4.25,"{""전략매도"": 1, ""백테스트종료"": 1}"
KITE,-4.0,0.0,0.0,-4.26,4,4899.83,7.77,"{""손절"": 3, ""백테스트종료"": 1}"
LA,0.19,50.0,1.107,-1.95,6,6254.85,7.01,"{""전략매도"": 2, ""트레일링스탑"": 1, ""손절"": 1, ""동적익절"": 1, ""백테스트종료"": 1}"
LISTA,0.76,71.43,1.601,-1.84,7,6685.75,9.71,"{""동적익절"": 1, ""전략매도"": 3, ""횡보정리"": 1, ""손절"": 1, ""백테스트종료"": 1}"
MBX,0.1,66.67,1.136,-0.83,3,2919.09,5.17,"{""전략매도"": 3}"
ME,-0.13,50.0,0.877,-1.77,6,5830.04,10.21,"{""횡보정리"": 1, ""전략매도"": 3, ""손절"": 1, ""백테스트종료"": 1}"
MOODENG,-0.6,45.45,0.824,-2.73,11,11234.89,5.44,"{""전략매도"": 6, ""손절"": 3, ""동적익절"": 1, ""백테스트종료"": 1}"
NEO,-1.26,50.0,0.25,-1.77,6,6218.31,15.25,"{""전략매도"": 1, ""횡보정리"": 3, ""손절"": 1, ""백테스트종료"": 1}"
OGN,-3.99,42.11,0.498,-6.32,19,20316.67,8.49,"{""전략매도"": 4, ""트레일링스탑"": 2, ""횡보정리"": 5, ""손절"": 7, ""동적익절"": 1}"
OXT,-0.43,50.0,0.935,-2.8,18,18739.24,8.44,"{""손절"": 5, ""동적익절"": 3, ""전략매도"": 3, ""횡보정리"": 4, ""트레일링스탑"": 2, ""백테스트종료"": 1}"
PENGU,-0.41,57.14,0.891,-3.2,21,22073.01,9.73,"{""전략매도"": 16, ""횡보정리"": 1, ""트레일링스탑"": 1, ""손절"": 2, ""백테스트종료"": 1}"
PEPE,3.8,58.82,3.103,-1.64,17,15095.19,11.26,"{""전략매도"": 5, ""동적익절"": 2, ""횡보정리"": 4, ""손절"": 1, ""트레일링스탑"": 4, ""백테스트종료"": 1}"
PLUME,0.78,80.0,540.698,-0.7,5,4186.29,5.12,"{""전략매도"": 4, ""백테스트종료"": 1}"
POLA,3.67,52.38,1.347,-5.62,21,22591.95,5.33,"{""손절"": 9, ""전략매도"": 1, ""동적익절"": 5, ""횡보정리"": 1, ""트레일링스탑"": 5}"
PONKE,-0.82,40.0,0.619,-2.29,5,5812.86,7.65,"{""전략매도"": 3, ""손절"": 2}"
RECALL,-0.71,33.33,0.31,-1.42,3,3315.5,8.75,"{""전략매도"": 2, ""손절"": 1}"
RENDER,5.05,87.5,14.955,-0.72,8,8043.22,6.22,"{""전략매도"": 6, ""동적익절"": 2}"
RESOLV,-1.27,46.15,0.93,-12.41,39,43301.4,4.83,"{""전략매도"": 10, ""동적익절"": 5, ""트레일링스탑"": 7, ""손절"": 17}"
REZ,3.42,64.29,2.269,-2.37,14,13835.77,5.29,"{""전략매도"": 5, ""횡보정리"": 2, ""동적익절"": 2, ""손절"": 3, ""트레일링스탑"": 2}"
SAHARA,0.24,33.33,1.151,-1.78,6,6255.93,7.06,"{""전략매도"": 4, ""동적익절"": 1, ""손절"": 1}"
SHELL,-1.54,50.0,0.433,-2.39,6,6211.34,7.74,"{""전략매도"": 2, ""손절"": 3, ""동적익절"": 1}"
SHIB,0.06,58.33,1.051,-1.95,12,12084.82,16.19,"{""전략매도"": 4, ""횡보정리"": 6, ""강제청산"": 1, ""백테스트종료"": 1}"
SIGN,2.08,57.14,1.217,-5.54,28,29218.76,6.24,"{""손절"": 9, ""동적익절"": 5, ""트레일링스탑"": 6, ""전략매도"": 7, ""횡보정리"": 1}"
SOL,-0.81,50.0,0.726,-3.16,22,22062.92,9.31,"{""전략매도"": 18, ""횡보정리"": 2, ""손절"": 1, ""백테스트종료"": 1}"
SOLV,4.79,70.0,3.422,-1.3,10,9703.33,6.37,"{""동적익절"": 3, ""횡보정리"": 1, ""트레일링스탑"": 1, ""손절"": 2, ""전략매도"": 3}"
STEEM,0.06,25.0,1.113,-1.3,4,4584.78,6.98,"{""횡보정리"": 1, ""전략매도"": 2, ""백테스트종료"": 1}"
SUI,-1.48,50.0,0.675,-3.61,22,22879.58,8.47,"{""횡보정리"": 2, ""전략매도"": 14, ""손절"": 3, ""동적익절"": 1, ""트레일링스탑"": 1, ""백테스트종료"": 1}"
SUNDOG,-1.82,44.44,0.53,-3.44,9,9954.31,4.84,"{""전략매도"": 3, ""손절"": 4, ""트레일링스탑"": 1, ""동적익절"": 1}"
SXT,-1.0,66.67,0.08,-2.07,3,3724.85,5.56,"{""손절"": 1, ""전략매도"": 2}"
TAO,1.16,80.0,2.354,-1.13,5,5445.78,5.02,"{""전략매도"": 4, ""백테스트종료"": 1}"
TAVA,6.54,70.0,3.432,-2.31,10,10580.67,2.87,"{""트레일링스탑"": 4, ""동적익절"": 2, ""전략매도"": 2, ""손절"": 2}"
THE,-1.75,40.0,0.486,-3.34,10,9539.36,8.73,"{""전략매도"": 4, ""횡보정리"": 2, ""손절"": 3, ""백테스트종료"": 1}"
TOWNS,-0.31,58.33,0.929,-3.07,12,12908.88,4.65,"{""전략매도"": 4, ""손절"": 4, ""횡보정리"": 1, ""트레일링스탑"": 2, ""동적익절"": 1}"
TRUMP,-2.15,38.1,0.681,-4.88,21,22446.09,7.58,"{""전략매도"": 10, ""횡보정리"": 3, ""손절"": 5, ""동적익절"": 2, ""트레일링스탑"": 1}"
TURBO,-0.86,50.0,0.842,-3.78,18,18311.67,11.5,"{""동적익절"": 1, ""손절"": 5, ""전략매도"": 5, ""횡보정리"": 6, ""백테스트종료"": 1}"
VIRTUAL,-1.15,50.0,0.756,-3.7,22,22471.08,9.23,"{""횡보정리"": 3, ""전략매도"": 13, ""손절"": 4, ""동적익절"": 1, ""트레일링스탑"": 1}"
WLD,-0.88,57.69,0.802,-3.79,26,24561.4,8.28,"{""횡보정리"": 3, ""전략매도"": 20, ""손절"": 2, ""백테스트종료"": 1}"
WLFI,0.13,66.67,1.277,-0.94,6,5836.68,7.97,"{""전략매도"": 5, ""백테스트종료"": 1}"
XAI,-2.68,16.67,0.232,-3.53,6,6599.38,2.65,"{""트레일링스탑"": 1, ""손절"": 3, ""전략매도"": 1, ""백테스트종료"": 1}"
XAN,-0.26,56.25,0.953,-5.33,16,13743.39,5.02,"{""전략매도"": 2, ""횡보정리"": 2, ""동적익절"": 2, ""손절"": 5, ""트레일링스탑"": 5}"
XCN,1.19,62.5,1.416,-2.03,8,8363.2,6.82,"{""손절"": 3, ""전략매도"": 1, ""트레일링스탑"": 1, ""동적익절"": 2, ""백테스트종료"": 1}"
XLM,0.41,70.0,1.155,-1.97,20,18760.19,12.16,"{""전략매도"": 13, ""횡보정리"": 6, ""손절"": 1}"
XRP,-0.48,39.13,0.684,-2.22,23,20821.26,8.66,"{""횡보정리"": 2, ""전략매도"": 20, ""백테스트종료"": 1}"
XVS,0.51,83.33,3.241,-0.85,6,5429.5,10.14,"{""횡보정리"": 3, ""트레일링스탑"": 2, ""백테스트종료"": 1}"
