symbol,total_pnl_rate,win_rate,profit_factor,mdd,total_trades,total_fee,avg_holding_hours,reason_counts
EDGE,0.29,50.0,1.348,-0.92,2,2340.62,0.79,"{""동적익절"": 1, ""손절"": 1}"
EDU,-0.45,55.56,0.856,-2.25,9,10488.63,4.6,"{""트레일링스탑"": 2, ""손절"": 4, ""동적익절"": 3}"
EGG,0.07,100.0,,-0.54,1,1168.33,0.83,"{""트레일링스탑"": 1}"
ENA,-0.07,50.0,0.962,-1.46,6,6998.24,2.81,"{""손절"": 3, ""동적익절"": 2, ""트레일링스탑"": 1}"
ENJ,9.28,83.33,6.01,-1.52,12,14232.57,0.85,"{""트레일링스탑"": 3, ""동적익절"": 7, ""손절"": 2}"
ENSO,-0.31,50.0,0.921,-2.85,10,11659.02,3.18,"{""트레일링스탑"": 1, ""동적익절"": 3, ""손절"": 5, ""백테스트종료"": 1}"
EPT,2.45,50.0,1.886,-1.42,6,7061.42,1.68,"{""손절"": 3, ""동적익절"": 3}"
ESP,0.32,66.67,1.459,-1.36,3,3507.97,1.22,"{""동적익절"": 1, ""트레일링스탑"": 1, ""손절"": 1}"
ETH,-1.64,33.33,0.15,-2.15,6,6958.98,22.56,"{""횡보정리"": 1, ""동적익절"": 2, ""손절"": 3}"
ETHFI,-0.15,50.0,0.892,-1.3,4,4662.92,8.88,"{""동적익절"": 2, ""손절"": 2}"
EUL,0.98,53.85,1.205,-2.79,13,15191.19,1.74,"{""동적익절"": 5, ""트레일링스탑"": 2, ""손절"": 6}"
F,2.89,50.0,28.009,-0.8,2,2405.81,18.79,"{""횡보정리"": 1, ""동적익절"": 1}"
FANC,0.62,50.0,1.763,-0.86,2,2348.94,0.96,"{""동적익절"": 1, ""손절"": 1}"
FF,-0.35,50.0,0.497,-1.18,2,2324.61,1.96,"{""트레일링스탑"": 1, ""손절"": 1}"
FIL,-0.64,57.14,0.775,-2.27,7,8150.6,4.69,"{""손절"": 3, ""동적익절"": 3, ""트레일링스탑"": 1}"
FITFI,1.1,100.0,,-0.1,1,1194.17,0.08,"{""동적익절"": 1}"
FLOCK,-1.46,25.0,0.246,-2.17,4,4630.06,3.19,"{""동적익절"": 1, ""손절"": 3}"
FLUID,-0.27,50.0,0.561,-0.83,2,2326.62,8.92,"{""손절"": 1, ""트레일링스탑"": 1}"
FORT,-1.88,25.0,0.268,-3.42,4,4619.46,2.17,"{""손절"": 3, ""동적익절"": 1}"
G,-4.06,28.57,0.323,-5.38,7,8064.91,16.29,"{""손절"": 4, ""동적익절"": 2, ""강제청산"": 1}"
GAS,1.73,66.67,1.932,-1.72,6,7043.46,4.9,"{""손절"": 2, ""트레일링스탑"": 1, ""동적익절"": 3}"
GHX,0.33,71.43,1.262,-1.31,7,8174.96,6.68,"{""동적익절"": 2, ""손절"": 2, ""트레일링스탑"": 3}"
GLM,0.19,100.0,,-0.45,1,1171.54,3.42,"{""트레일링스탑"": 1}"
GNO,-1.92,25.0,0.147,-2.47,4,4618.64,13.67,"{""동적익절"": 1, ""횡보정리"": 1, ""손절"": 2}"
GOAT,-1.54,55.56,0.649,-3.08,9,10461.37,1.31,"{""동적익절"": 3, ""손절"": 3, ""트레일링스탑"": 3}"
GPS,-1.26,25.0,0.359,-2.13,4,4635.02,2.38,"{""동적익절"": 1, ""손절"": 3}"
GRACY,3.66,100.0,,-0.31,2,2425.04,0.21,"{""동적익절"": 1, ""트레일링스탑"": 1}"
GRND,4.31,66.67,3.994,-1.85,3,3608.04,2.03,"{""동적익절"": 2, ""손절"": 1}"
GTC,-1.22,40.0,0.405,-2.16,5,5802.78,1.57,"{""손절"": 3, ""동적익절"": 1, ""트레일링스탑"": 1}"
GWEI,-2.07,40.0,0.241,-2.36,5,5781.46,1.07,"{""손절"": 3, ""트레일링스탑"": 2}"
H,3.15,66.67,1.96,-1.13,15,17578.91,3.51,"{""동적익절"": 7, ""손절"": 5, ""트레일링스탑"": 3}"
HAEDAL,-0.18,50.0,0.903,-2.17,6,6995.5,5.76,"{""손절"": 3, ""트레일링스탑"": 1, ""동적익절"": 2}"
HEMI,0.57,50.0,1.221,-2.1,8,9347.55,5.32,"{""손절"": 4, ""트레일링스탑"": 2, ""동적익절"": 2}"
HIGH,-0.99,33.33,0.168,-1.69,3,3475.16,1.58,"{""트레일링스탑"": 1, ""손절"": 2}"
HIVE,3.42,33.33,2.511,-2.33,3,3585.68,1.75,"{""동적익절"": 1, ""손절"": 2}"
HOLO,-0.57,0.0,0.0,-0.63,1,1152.36,4.67,"{""손절"": 1}"
HOOK,2.87,70.0,2.228,-2.07,10,11738.64,1.32,"{""트레일링스탑"": 3, ""손절"": 3, ""동적익절"": 4}"
HP,-1.63,25.0,0.189,-2.23,4,4625.86,4.52,"{""동적익절"": 1, ""손절"": 3}"
HUMA,-2.4,28.57,0.341,-2.87,7,8106.44,2.18,"{""손절"": 5, ""트레일링스탑"": 1, ""동적익절"": 1}"
HYPER,-1.36,0.0,0.0,-1.48,2,2299.26,0.67,"{""손절"": 2}"
ICP,-0.55,33.33,0.574,-1.54,3,3486.17,2.39,"{""손절"": 2, ""동적익절"": 1}"
ICX,0.24,100.0,,-0.45,1,1172.66,4.58,"{""트레일링스탑"": 1}"
ID,6.36,75.0,27.494,-0.41,4,4826.02,3.75,"{""동적익절"": 3, ""백테스트종료"": 1}"
ILV,0.99,50.0,2.197,-0.95,4,4691.39,1.48,"{""동적익절"": 2, ""손절"": 1, ""백테스트종료"": 1}"
IN,2.33,66.67,2.574,-2.16,6,7058.41,2.21,"{""손절"": 2, ""동적익절"": 3, ""트레일링스탑"": 1}"
INJ,3.27,100.0,,-0.52,4,4748.66,1.71,"{""트레일링스탑"": 1, ""동적익절"": 3}"
IO,-1.84,25.0,0.279,-2.08,4,4620.43,7.19,"{""손절"": 3, ""동적익절"": 1}"
IOTX,-1.24,0.0,0.0,-1.42,2,2302.24,3.29,"{""손절"": 2}"
IP,-2.17,44.44,0.262,-2.9,9,10445.58,6.31,"{""손절"": 4, ""횡보정리"": 1, ""동적익절"": 1, ""트레일링스탑"": 2, ""백테스트종료"": 1}"
IQ,-1.69,0.0,0.0,-2.31,2,2291.05,2.46,"{""손절"": 2}"
IRYS,4.37,77.78,2.511,-3.01,9,10609.54,2.24,"{""동적익절"": 6, ""손절"": 2, ""트레일링스탑"": 1}"
JOE,-1.07,50.0,0.626,-2.07,6,6973.19,4.53,"{""동적익절"": 2, ""손절"": 3, ""트레일링스탑"": 1}"
JTO,-0.84,50.0,0.613,-1.7,6,6978.85,3.51,"{""동적익절"": 2, ""손절"": 2, ""트레일링스탑"": 1, ""백테스트종료"": 1}"
KAIA,-0.24,50.0,0.83,-1.54,4,4660.55,17.19,"{""동적익절"": 2, ""손절"": 2}"
KAT,-3.6,33.33,0.124,-3.95,6,6909.85,1.44,"{""손절"": 4, ""트레일링스탑"": 2}"
KAVA,-1.43,0.0,0.0,-1.69,2,2297.42,0.83,"{""손절"": 1, ""백테스트종료"": 1}"
KERNEL,0.32,66.67,1.313,-1.99,3,3507.91,3.56,"{""손절"": 1, ""동적익절"": 2}"
KITE,0.05,57.14,1.022,-1.99,7,8168.01,2.67,"{""동적익절"": 3, ""손절"": 3, ""트레일링스탑"": 1}"
KNC,3.18,50.0,5.136,-0.96,4,4746.47,1.54,"{""트레일링스탑"": 1, ""동적익절"": 2, ""손절"": 1}"
KSM,-0.95,25.0,0.262,-1.84,4,4642.73,2.83,"{""손절"": 2, ""트레일링스탑"": 1, ""백테스트종료"": 1}"
LA,1.02,66.67,2.696,-0.99,3,3525.63,3.83,"{""동적익절"": 2, ""손절"": 1}"
LAYER,-4.61,0.0,0.0,-5.07,4,4551.16,4.29,"{""손절"": 4}"
LISTA,1.27,100.0,,-0.52,2,2365.09,8.29,"{""동적익절"": 2}"
LIT,-1.51,0.0,0.0,-1.86,3,3462.07,7.81,"{""손절"": 2, ""백테스트종료"": 1}"
LM,-0.71,33.33,0.627,-1.5,3,3482.2,5.5,"{""손절"": 2, ""동적익절"": 1}"
LPT,-0.48,33.33,0.615,-0.82,3,3488.08,3.78,"{""손절"": 2, ""동적익절"": 1}"
LWA,-2.44,25.0,0.128,-3.15,4,4605.41,4.35,"{""동적익절"": 1, ""손절"": 3}"
MAGIC,-0.48,25.0,0.732,-1.93,4,4654.73,6.0,"{""손절"": 3, ""동적익절"": 1}"
MANTRA,-0.61,0.0,0.0,-0.67,1,1151.46,3.0,"{""손절"": 1}"
MAPO,-2.64,33.33,0.059,-3.08,3,3433.77,9.64,"{""동적익절"": 1, ""손절"": 2}"
MASK,-0.97,60.0,0.551,-2.54,5,5808.9,6.5,"{""트레일링스탑"": 1, ""동적익절"": 2, ""손절"": 2}"
MAV,-2.59,0.0,0.0,-2.76,3,3435.17,1.19,"{""손절"": 3}"
MBL,-1.0,0.0,0.0,-1.06,1,1141.61,1.0,"{""손절"": 1}"
MBX,-1.46,40.0,0.412,-2.94,5,5796.62,8.23,"{""동적익절"": 1, ""손절"": 3, ""트레일링스탑"": 1}"
ME,-0.6,0.0,0.0,-0.71,1,1151.52,9.25,"{""손절"": 1}"
MEGA,-0.33,33.33,0.515,-1.12,3,3491.7,2.42,"{""손절"": 1, ""트레일링스탑"": 2}"
MERL,-2.19,50.0,0.533,-3.61,12,13945.15,2.55,"{""손절"": 6, ""트레일링스탑"": 4, ""동적익절"": 2}"
MET,-1.07,33.33,0.392,-1.87,3,3473.17,4.5,"{""동적익절"": 1, ""손절"": 2}"
METIS,0.02,50.0,1.013,-1.02,4,4667.09,6.92,"{""손절"": 2, ""동적익절"": 2}"
MEV,0.57,25.0,1.389,-1.39,4,4680.89,7.94,"{""횡보정리"": 1, ""동적익절"": 1, ""손절"": 2}"
MINA,3.61,75.0,6.568,-0.84,4,4757.18,11.67,"{""동적익절"": 3, ""손절"": 1}"
MIRA,1.97,100.0,,-0.92,1,1215.94,1.67,"{""동적익절"": 1}"
MMT,0.39,100.0,,-0.51,1,1176.52,20.75,"{""동적익절"": 1}"
MON,-0.78,50.0,0.068,-1.51,2,2313.9,5.0,"{""손절"": 1, ""백테스트종료"": 1}"
MOODENG,-1.9,0.0,0.0,-2.08,3,3452.27,4.11,"{""손절"": 3}"
MOVE,0.04,50.0,1.041,-1.29,4,4667.58,6.94,"{""횡보정리"": 1, ""손절"": 1, ""동적익절"": 1, ""트레일링스탑"": 1}"
MVC,0.11,75.0,1.077,-1.65,4,4669.32,5.98,"{""동적익절"": 2, ""손절"": 1, ""트레일링스탑"": 1}"
NCT,0.21,66.67,1.256,-1.4,3,3505.22,5.78,"{""동적익절"": 1, ""손절"": 1, ""트레일링스탑"": 1}"
NEO,-0.65,50.0,0.557,-1.6,4,4650.43,8.94,"{""동적익절"": 2, ""손절"": 2}"
NEWT,1.21,33.33,1.932,-1.11,3,3530.25,5.08,"{""손절"": 1, ""동적익절"": 1, ""백테스트종료"": 1}"
NIL,-0.54,57.14,0.792,-3.09,7,8153.25,1.61,"{""트레일링스탑"": 3, ""손절"": 2, ""동적익절"": 1, ""백테스트종료"": 1}"
NMR,2.0,75.0,4.035,-0.79,4,4716.69,3.31,"{""동적익절"": 3, ""손절"": 1}"
NOM,-1.79,50.0,0.731,-3.79,8,9288.56,1.14,"{""손절"": 4, ""동적익절"": 4}"
NXPC,-2.05,20.0,0.16,-2.7,5,5782.04,5.27,"{""손절"": 4, ""동적익절"": 1}"
OBSR,3.23,100.0,,-0.89,7,8247.64,8.7,"{""동적익절"": 4, ""트레일링스탑"": 3}"
OGN,0.57,100.0,,-0.5,1,1181.02,7.83,"{""동적익절"": 1}"
ONDO,-0.59,50.0,0.844,-2.7,12,13985.14,5.76,"{""동적익절"": 4, ""손절"": 6, ""트레일링스탑"": 2}"
ONG,-1.73,33.33,0.39,-3.48,6,6956.74,3.33,"{""동적익절"": 1, ""손절"": 4, ""트레일링스탑"": 1}"
ONT,-0.57,33.33,0.598,-1.52,3,3485.73,3.31,"{""동적익절"": 1, ""손절"": 2}"
OPEN,0.89,75.0,2.523,-1.0,4,4688.94,4.1,"{""트레일링스탑"": 1, ""동적익절"": 2, ""손절"": 1}"
ORBS,1.8,83.33,4.12,-0.99,6,7045.03,11.33,"{""손절"": 1, ""동적익절"": 4, ""백테스트종료"": 1}"
ORCA,-2.68,46.15,0.598,-4.73,13,15099.53,1.87,"{""손절"": 7, ""트레일링스탑"": 2, ""동적익절"": 3, ""백테스트종료"": 1}"
ORDER,2.34,66.67,2.402,-1.11,6,7058.74,5.19,"{""동적익절"": 4, ""손절"": 2}"
OSMO,-0.54,57.14,0.858,-2.02,7,8153.25,1.94,"{""손절"": 3, ""동적익절"": 3, ""트레일링스탑"": 1}"
OXT,2.43,83.33,5.064,-1.16,6,7060.85,6.21,"{""동적익절"": 3, ""트레일링스탑"": 2, ""손절"": 1}"
PARTI,-0.34,40.0,0.912,-3.59,10,11658.25,1.41,"{""손절"": 5, ""동적익절"": 4, ""백테스트종료"": 1}"
PCI,-4.39,14.29,0.129,-5.34,7,8056.66,5.1,"{""손절"": 6, ""동적익절"": 1}"
PEAQ,2.76,80.0,2.585,-2.15,5,5902.49,0.83,"{""동적익절"": 4, ""손절"": 1}"
PENGU,-0.28,40.0,0.841,-1.09,5,5826.36,8.77,"{""손절"": 3, ""동적익절"": 2}"
PEPE,-0.86,0.0,0.0,-0.92,1,1145.05,4.83,"{""손절"": 1}"
PHA,-1.05,25.0,0.459,-1.72,4,4640.34,1.46,"{""손절"": 3, ""동적익절"": 1}"
PIEVERSE,0.02,57.14,1.011,-2.59,7,8167.29,3.68,"{""동적익절"": 2, ""손절"": 3, ""트레일링스탑"": 1, ""백테스트종료"": 1}"
PLUME,0.85,100.0,,-0.6,1,1187.88,2.92,"{""동적익절"": 1}"
POLA,0.06,54.55,1.013,-2.83,11,12834.79,1.02,"{""손절"": 4, ""동적익절"": 4, ""트레일링스탑"": 3}"
POLYX,-1.23,0.0,0.0,-1.34,2,2302.59,2.75,"{""손절"": 2}"
PONKE,0.48,50.0,1.149,-2.66,6,7012.07,1.89,"{""동적익절"": 3, ""손절"": 3}"
POPCAT,3.61,50.0,7.085,-0.89,2,2423.72,10.5,"{""손절"": 1, ""동적익절"": 1}"
PRL,-0.18,40.0,0.902,-2.39,5,5828.8,1.93,"{""동적익절"": 2, ""손절"": 3}"
PROMPT,-2.7,16.67,0.104,-3.05,6,6932.41,3.22,"{""손절"": 5, ""트레일링스탑"": 1}"
PROS,-0.06,57.14,0.973,-2.68,7,8165.05,1.77,"{""트레일링스탑"": 2, ""손절"": 3, ""동적익절"": 2}"
PROVE,-0.43,50.0,0.305,-1.2,2,2322.56,5.38,"{""손절"": 1, ""트레일링스탑"": 1}"
PUFFER,0.7,57.14,1.216,-3.62,7,8184.3,1.21,"{""동적익절"": 4, ""손절"": 3}"
PUMPBTC,1.43,66.67,3.102,-1.99,6,7035.8,4.18,"{""동적익절"": 3, ""트레일링스탑"": 2, ""손절"": 1}"
PYR,-0.73,0.0,0.0,-0.79,1,1148.26,0.83,"{""손절"": 1}"
QTUM,0.83,66.67,3.032,-0.73,3,3520.82,10.78,"{""횡보정리"": 1, ""트레일링스탑"": 1, ""동적익절"": 1}"
RAD,1.91,50.0,1.69,-2.59,6,7047.84,5.26,"{""횡보정리"": 1, ""손절"": 2, ""동적익절"": 3}"
RAY,-0.33,66.67,0.446,-0.97,3,3491.8,7.42,"{""손절"": 1, ""트레일링스탑"": 2}"
RECALL,2.37,66.67,4.977,-0.96,3,3559.31,2.25,"{""동적익절"": 1, ""트레일링스탑"": 1, ""손절"": 1}"
RED,-1.11,25.0,0.494,-2.72,4,4638.74,1.58,"{""동적익절"": 1, ""손절"": 3}"
REI,-0.56,66.67,0.618,-1.64,3,3486.05,8.75,"{""동적익절"": 1, ""손절"": 1, ""트레일링스탑"": 1}"
RENDER,3.08,100.0,,-0.7,5,5910.61,3.3,"{""동적익절"": 4, ""트레일링스탑"": 1}"
REQ,31.96,83.33,47.41,-0.83,6,7801.0,5.1,"{""동적익절"": 5, ""손절"": 1}"
RESOLV,3.14,75.0,6.481,-1.66,4,4745.41,4.12,"{""동적익절"": 3, ""손절"": 1}"
REZ,-0.78,25.0,0.568,-1.54,4,4647.15,6.62,"{""횡보정리"": 1, ""동적익절"": 1, ""손절"": 2}"
ROBO,-2.85,0.0,0.0,-3.25,3,3428.66,2.58,"{""손절"": 3}"
RON,-0.74,50.0,0.462,-1.4,4,4648.12,5.6,"{""동적익절"": 1, ""손절"": 2, ""트레일링스탑"": 1}"
RPL,-1.4,50.0,0.222,-2.17,2,2298.15,2.67,"{""트레일링스탑"": 1, ""손절"": 1}"
RSS3,0.82,63.64,1.181,-2.38,11,12853.9,1.58,"{""동적익절"": 5, ""손절"": 4, ""트레일링스탑"": 2}"
RVN,6.22,66.67,11.597,-1.1,3,3655.97,8.75,"{""손절"": 1, ""동적익절"": 1, ""백테스트종료"": 1}"
SAFE,1.29,50.0,2.989,-1.29,2,2365.59,8.71,"{""손절"": 1, ""동적익절"": 1}"
SAHARA,0.39,50.0,1.071,-2.8,14,16343.14,1.57,"{""손절"": 6, ""동적익절"": 6, ""트레일링스탑"": 2}"
SAPIEN,-0.65,33.33,0.566,-2.17,3,3483.69,2.11,"{""동적익절"": 1, ""트레일링스탑"": 1, ""손절"": 1}"
SD,-2.03,40.0,0.36,-3.31,5,5782.56,5.33,"{""동적익절"": 2, ""손절"": 3}"
SEI,0.75,100.0,,-0.23,1,1185.39,1.08,"{""동적익절"": 1}"
SENT,0.46,50.0,3.24,-0.87,2,2344.94,4.12,"{""동적익절"": 1, ""백테스트종료"": 1}"
