symbol,total_pnl_rate,win_rate,profit_factor,mdd,total_trades,total_fee,avg_holding_hours,reason_counts
POLA,2.33,50.0,1.254,-5.09,20,20891.63,5.01,"{""전략매도"": 2, ""횡보정리"": 1, ""손절"": 8, ""동적익절"": 6, ""트레일링스탑"": 3}"
PONKE,-0.82,40.0,0.619,-2.29,5,5812.86,7.65,"{""전략매도"": 3, ""손절"": 2}"
RECALL,-1.13,0.0,0.0,-1.64,3,3305.07,6.83,"{""횡보정리"": 1, ""전략매도"": 1, ""손절"": 1}"
RENDER,3.04,75.0,5.946,-0.74,8,7992.98,5.25,"{""동적익절"": 4, ""횡보정리"": 1, ""전략매도"": 3}"
RESOLV,-2.16,45.24,0.886,-12.58,42,46612.5,5.32,"{""전략매도"": 8, ""횡보정리"": 4, ""동적익절"": 12, ""손절"": 17, ""트레일링스탑"": 1}"
REZ,3.39,57.14,2.235,-2.37,14,13835.01,4.33,"{""전략매도"": 5, ""횡보정리"": 2, ""동적익절"": 3, ""손절"": 3, ""트레일링스탑"": 1}"
SAHARA,0.36,33.33,1.246,-1.78,6,6258.93,6.58,"{""횡보정리"": 1, ""동적익절"": 1, ""전략매도"": 3, ""손절"": 1}"
SHELL,-1.96,33.33,0.3,-2.79,6,6200.99,7.54,"{""횡보정리"": 1, ""손절"": 3, ""동적익절"": 1, ""전략매도"": 1}"
SHIB,2.22,68.42,1.915,-1.82,19,17555.74,11.35,"{""손절"": 2, ""전략매도"": 4, ""동적익절"": 5, ""횡보정리"": 8}"
SIGN,2.43,58.62,1.267,-5.04,29,29644.35,5.57,"{""손절"": 9, ""전략매도"": 6, ""동적익절"": 10, ""횡보정리"": 3, ""트레일링스탑"": 1}"
SOL,-2.04,44.44,0.596,-3.9,27,26615.47,9.38,"{""손절"": 3, ""동적익절"": 1, ""전략매도"": 18, ""횡보정리"": 4, ""백테스트종료"": 1}"
SOLV,4.31,70.0,3.024,-1.3,10,9691.38,5.72,"{""동적익절"": 5, ""횡보정리"": 1, ""손절"": 2, ""전략매도"": 2}"
STEEM,-0.08,25.0,0.879,-0.93,4,4581.37,5.48,"{""횡보정리"": 1, ""전략매도"": 2, ""백테스트종료"": 1}"
SUI,-2.81,43.33,0.611,-4.67,30,31179.55,7.73,"{""전략매도"": 12, ""손절"": 5, ""트레일링스탑"": 2, ""동적익절"": 2, ""횡보정리"": 8, ""백테스트종료"": 1}"
SUNDOG,-2.54,44.44,0.401,-3.46,9,9936.3,4.57,"{""횡보정리"": 2, ""손절"": 4, ""동적익절"": 2, ""전략매도"": 1}"
SXT,-1.0,66.67,0.08,-2.07,3,3724.85,5.56,"{""손절"": 1, ""전략매도"": 2}"
TAO,1.16,80.0,2.348,-1.13,5,5445.66,4.97,"{""동적익절"": 1, ""전략매도"": 3, ""백테스트종료"": 1}"
TAVA,7.7,70.0,3.861,-2.11,10,10609.6,2.85,"{""동적익절"": 5, ""트레일링스탑"": 2, ""전략매도"": 1, ""손절"": 2}"
THE,-1.83,36.36,0.448,-3.35,11,10370.75,7.77,"{""동적익절"": 2, ""전략매도"": 2, ""횡보정리"": 3, ""손절"": 3, ""백테스트종료"": 1}"
TOWNS,0.49,69.23,1.127,-2.6,13,14179.07,4.29,"{""전략매도"": 5, ""손절"": 4, ""횡보정리"": 1, ""트레일링스탑"": 1, ""동적익절"": 2}"
TRUMP,-2.49,48.15,0.692,-5.58,27,27020.88,7.64,"{""횡보정리"": 5, ""전략매도"": 11, ""동적익절"": 5, ""손절"": 6}"
TURBO,-1.57,52.63,0.751,-3.93,19,19544.08,8.46,"{""손절"": 6, ""동적익절"": 4, ""전략매도"": 3, ""횡보정리"": 5, ""백테스트종료"": 1}"
VIRTUAL,-0.37,54.84,0.952,-3.97,31,32074.14,7.9,"{""전략매도"": 13, ""손절"": 7, ""동적익절"": 5, ""횡보정리"": 5, ""트레일링스탑"": 1}"
WLD,-2.18,48.48,0.666,-5.71,33,31612.14,8.12,"{""전략매도"": 21, ""손절"": 4, ""동적익절"": 3, ""횡보정리"": 4, ""백테스트종료"": 1}"
WLFI,-0.62,50.0,0.36,-1.33,6,5817.79,6.61,"{""전략매도"": 3, ""횡보정리"": 2, ""백테스트종료"": 1}"
XAI,-2.68,16.67,0.232,-3.53,6,6599.38,2.65,"{""트레일링스탑"": 1, ""손절"": 3, ""동적익절"": 1, ""백테스트종료"": 1}"
XAN,1.0,56.25,1.2,-4.8,16,13774.99,4.8,"{""전략매도"": 2, ""횡보정리"": 2, ""동적익절"": 7, ""손절"": 5}"
XCN,1.01,50.0,1.472,-2.03,8,8775.4,6.66,"{""횡보정리"": 2, ""동적익절"": 3, ""손절"": 2, ""백테스트종료"": 1}"
XLM,-3.23,46.43,0.482,-5.81,28,27002.37,9.7,"{""손절"": 4, ""전략매도"": 13, ""횡보정리"": 11}"
XRP,-0.94,45.16,0.78,-3.6,31,29559.76,7.78,"{""전략매도"": 21, ""손절"": 2, ""동적익절"": 1, ""횡보정리"": 6, ""백테스트종료"": 1}"
XVS,0.53,66.67,2.065,-0.92,6,5430.06,6.83,"{""횡보정리"": 3, ""트레일링스탑"": 1, ""동적익절"": 1, ""백테스트종료"": 1}"
