symbol,total_pnl_rate,win_rate,profit_factor,mdd,total_trades,total_fee,avg_holding_hours,reason_counts
KSM,0.74,66.67,2.274,-1.04,3,3518.48,1.42,"{""트레일링스탑"": 1, ""손절"": 1, ""동적익절"": 1}"
LA,1.02,66.67,2.696,-0.99,3,3525.63,3.83,"{""동적익절"": 2, ""손절"": 1}"
LISTA,1.27,100.0,,-0.52,2,2365.09,8.29,"{""동적익절"": 2}"
LM,-1.82,33.33,0.164,-2.02,3,3454.48,1.69,"{""손절"": 2, ""트레일링스탑"": 1}"
LPT,-0.48,33.33,0.615,-0.82,3,3488.08,3.78,"{""손절"": 2, ""동적익절"": 1}"
LWA,-2.44,25.0,0.128,-3.15,4,4605.41,4.35,"{""동적익절"": 1, ""손절"": 3}"
MAGIC,-0.48,25.0,0.732,-1.93,4,4654.73,6.0,"{""손절"": 3, ""동적익절"": 1}"
MAPO,0.21,33.33,2.021,-0.46,3,3505.34,14.06,"{""동적익절"": 1, ""횡보정리"": 1, ""백테스트종료"": 1}"
MAV,-2.59,0.0,0.0,-2.76,3,3435.17,1.19,"{""손절"": 3}"
MBX,0.51,100.0,,-0.43,1,1179.5,6.0,"{""동적익절"": 1}"
ME,-0.23,33.33,0.701,-0.76,3,3494.34,13.61,"{""횡보정리"": 1, ""동적익절"": 1, ""손절"": 1}"
MERL,1.04,61.54,1.259,-2.53,13,15192.69,3.13,"{""손절"": 5, ""동적익절"": 4, ""트레일링스탑"": 4}"
METIS,0.02,50.0,1.013,-1.02,4,4667.09,6.92,"{""손절"": 2, ""동적익절"": 2}"
MEV,-1.15,33.33,0.247,-1.45,3,3471.07,2.25,"{""손절"": 2, ""트레일링스탑"": 1}"
MINA,3.88,80.0,6.984,-0.84,5,5930.61,9.58,"{""트레일링스탑"": 1, ""동적익절"": 3, ""손절"": 1}"
MMT,0.39,100.0,,-0.51,1,1176.52,20.75,"{""동적익절"": 1}"
MON,-1.65,44.44,0.599,-3.89,9,10458.6,4.3,"{""동적익절"": 3, ""손절"": 5, ""트레일링스탑"": 1}"
MOODENG,1.29,42.86,1.47,-1.67,7,8199.09,30.02,"{""동적익절"": 2, ""손절"": 4, ""강제청산"": 1}"
MOVE,-0.97,33.33,0.233,-1.61,3,3475.69,3.64,"{""손절"": 2, ""백테스트종료"": 1}"
MVC,-0.32,60.0,0.792,-1.87,5,5825.19,1.47,"{""동적익절"": 1, ""손절"": 2, ""트레일링스탑"": 2}"
NCT,-0.27,50.0,0.844,-1.73,2,2326.68,1.17,"{""동적익절"": 1, ""손절"": 1}"
NEO,-0.65,50.0,0.557,-1.6,4,4650.43,8.94,"{""동적익절"": 2, ""손절"": 2}"
NIL,-1.0,20.0,0.529,-2.33,5,5808.28,1.5,"{""동적익절"": 1, ""손절"": 3, ""트레일링스탑"": 1}"
NMR,2.0,75.0,4.035,-0.79,4,4716.69,3.31,"{""동적익절"": 3, ""손절"": 1}"
NOM,10.89,65.0,2.249,-4.21,20,23606.17,0.64,"{""동적익절"": 11, ""트레일링스탑"": 4, ""손절"": 5}"
NXPC,-2.05,20.0,0.16,-2.7,5,5782.04,5.27,"{""손절"": 4, ""동적익절"": 1}"
OBSR,3.23,100.0,,-0.89,7,8247.64,8.7,"{""동적익절"": 4, ""트레일링스탑"": 3}"
OGN,0.11,50.0,1.084,-1.45,4,4669.48,4.79,"{""손절"": 2, ""동적익절"": 2}"
ONDO,-3.02,0.0,0.0,-3.31,5,5757.62,6.47,"{""손절"": 5}"
ONG,-0.48,50.0,0.829,-3.44,8,9321.24,3.2,"{""트레일링스탑"": 2, ""동적익절"": 2, ""손절"": 4}"
ONT,-0.08,42.11,0.991,-4.74,19,22164.65,1.71,"{""동적익절"": 6, ""손절"": 10, ""트레일링스탑"": 3}"
OPEN,-1.32,0.0,0.0,-1.51,2,2300.13,1.25,"{""손절"": 2}"
ORBS,1.79,83.33,4.086,-0.99,6,7044.91,11.06,"{""손절"": 1, ""동적익절"": 4, ""백테스트종료"": 1}"
ORDER,1.08,55.56,1.327,-2.45,9,10527.11,4.64,"{""트레일링스탑"": 1, ""손절"": 4, ""동적익절"": 4}"
OXT,-4.18,20.0,0.226,-5.81,5,5728.55,112.03,"{""동적익절"": 1, ""손절"": 3, ""강제청산"": 1}"
PARTI,1.39,75.0,5.564,-0.91,4,4701.52,2.81,"{""동적익절"": 2, ""트레일링스탑"": 1, ""백테스트종료"": 1}"
PCI,-4.99,12.5,0.115,-5.87,8,9208.36,5.52,"{""손절"": 7, ""동적익절"": 1}"
PEAQ,-0.01,50.0,0.996,-3.16,12,13999.63,2.36,"{""동적익절"": 5, ""손절"": 6, ""트레일링스탑"": 1}"
PENGU,-4.22,36.0,0.509,-5.75,25,29060.92,8.66,"{""손절"": 13, ""횡보정리"": 1, ""동적익절"": 7, ""트레일링스탑"": 3, ""백테스트종료"": 1}"
PEPE,-6.01,0.0,0.0,-6.41,7,8016.15,2.39,"{""손절"": 7}"
PHA,-0.56,40.0,0.712,-1.76,5,5819.31,2.45,"{""동적익절"": 2, ""손절"": 3}"
PIEVERSE,-3.42,42.86,0.319,-4.16,7,8080.97,1.86,"{""손절"": 4, ""동적익절"": 2, ""트레일링스탑"": 1}"
PLUME,1.82,80.0,3.762,-0.99,5,5878.91,1.53,"{""손절"": 1, ""동적익절"": 3, ""백테스트종료"": 1}"
POLA,1.86,71.43,2.25,-1.79,7,8213.2,3.79,"{""동적익절"": 3, ""손절"": 2, ""트레일링스탑"": 2}"
POLYX,4.8,72.73,3.039,-1.33,11,12953.57,9.51,"{""동적익절"": 3, ""트레일링스탑"": 4, ""손절"": 3, ""강제청산"": 1}"
PONKE,-0.5,50.0,0.818,-2.86,8,9320.73,3.98,"{""동적익절"": 3, ""손절"": 4, ""트레일링스탑"": 1}"
POPCAT,3.61,50.0,7.085,-0.89,2,2423.72,10.5,"{""손절"": 1, ""동적익절"": 1}"
PROMPT,0.98,66.67,2.561,-0.83,3,3524.47,1.42,"{""손절"": 1, ""동적익절"": 2}"
PROVE,-0.43,50.0,0.305,-1.2,2,2322.56,5.38,"{""손절"": 1, ""트레일링스탑"": 1}"
PUFFER,0.7,57.14,1.216,-3.62,7,8184.3,1.21,"{""동적익절"": 4, ""손절"": 3}"
PUMPBTC,-2.71,45.45,0.444,-4.55,11,12765.51,2.47,"{""손절"": 6, ""동적익절"": 2, ""트레일링스탑"": 3}"
PYR,-1.35,0.0,0.0,-1.53,2,2299.53,1.38,"{""손절"": 2}"
RAD,0.14,66.67,1.093,-1.56,3,3503.56,2.5,"{""동적익절"": 2, ""손절"": 1}"
RAY,-1.74,25.0,0.125,-1.97,4,4623.03,6.42,"{""손절"": 3, ""트레일링스탑"": 1}"
RECALL,-0.26,50.0,0.575,-1.09,2,2326.72,3.04,"{""손절"": 1, ""트레일링스탑"": 1}"
RED,-3.05,25.0,0.307,-3.7,8,9256.92,4.05,"{""횡보정리"": 1, ""손절"": 4, ""트레일링스탑"": 2, ""동적익절"": 1}"
REI,-3.06,33.33,0.476,-4.77,9,10423.19,2.56,"{""손절"": 6, ""트레일링스탑"": 1, ""동적익절"": 2}"
RENDER,3.08,100.0,,-0.7,5,5910.61,3.3,"{""동적익절"": 4, ""트레일링스탑"": 1}"
REQ,31.35,71.43,25.129,-0.92,7,8952.36,6.24,"{""손절"": 2, ""동적익절"": 5}"
RESOLV,-7.19,30.77,0.258,-8.34,13,14986.43,4.42,"{""손절"": 9, ""동적익절"": 3, ""트레일링스탑"": 1}"
REZ,-0.78,25.0,0.568,-1.54,4,4647.15,6.62,"{""횡보정리"": 1, ""동적익절"": 1, ""손절"": 2}"
ROBO,-1.52,33.33,0.397,-2.22,6,6961.98,2.88,"{""손절"": 4, ""동적익절"": 1, ""트레일링스탑"": 1}"
RON,-0.74,50.0,0.462,-1.4,4,4648.12,5.6,"{""동적익절"": 1, ""손절"": 2, ""트레일링스탑"": 1}"
RPL,-1.4,50.0,0.222,-2.17,2,2298.15,2.67,"{""트레일링스탑"": 1, ""손절"": 1}"
RSS3,1.89,75.0,10.992,-1.1,4,4714.06,5.02,"{""동적익절"": 2, ""트레일링스탑"": 1, ""백테스트종료"": 1}"
RVN,6.22,66.67,11.597,-1.1,3,3655.97,8.75,"{""손절"": 1, ""동적익절"": 1, ""백테스트종료"": 1}"
SAFE,0.85,100.0,,-0.25,1,1188.08,0.58,"{""동적익절"": 1}"
SAHARA,2.32,50.0,1.726,-2.92,14,16391.49,3.93,"{""동적익절"": 5, ""손절"": 5, ""트레일링스탑"": 3, ""백테스트종료"": 1}"
SAPIEN,0.6,66.67,1.788,-0.81,3,3515.07,2.72,"{""동적익절"": 2, ""손절"": 1}"
SEI,-0.57,0.0,0.0,-0.63,1,1152.35,0.67,"{""손절"": 1}"
SENT,0.46,50.0,3.24,-0.87,2,2344.94,4.12,"{""동적익절"": 1, ""백테스트종료"": 1}"
SHELL,2.61,75.0,4.162,-1.1,4,4732.02,6.25,"{""손절"": 1, ""동적익절"": 3}"
SHIB,-2.51,20.0,0.126,-3.45,5,5770.47,3.75,"{""트레일링스탑"": 1, ""손절"": 4}"
SIGN,0.32,60.0,1.24,-1.36,5,5841.28,4.67,"{""손절"": 2, ""동적익절"": 2, ""백테스트종료"": 1}"
SIX,3.39,80.0,6.839,-1.01,5,5918.34,1.95,"{""손절"": 1, ""동적익절"": 4}"
SKL,5.04,85.71,9.469,-0.72,7,8292.9,4.3,"{""동적익절"": 6, ""손절"": 1}"
SKY,-0.91,0.0,0.0,-1.03,2,2310.52,14.71,"{""손절"": 1, ""횡보정리"": 1}"
SOL,-3.15,31.25,0.42,-5.4,16,18587.84,15.35,"{""동적익절"": 5, ""손절"": 8, ""횡보정리"": 3}"
SOLV,1.5,62.5,1.148,-5.73,16,18704.16,13.18,"{""강제청산"": 1, ""동적익절"": 9, ""손절"": 5, ""트레일링스탑"": 1}"
SOON,8.53,53.33,2.627,-4.03,15,17713.77,1.89,"{""동적익절"": 6, ""손절"": 7, ""트레일링스탑"": 2}"
SPK,-0.67,25.0,0.566,-2.33,4,4649.96,4.31,"{""손절"": 2, ""동적익절"": 1, ""백테스트종료"": 1}"
SPURS,-1.21,50.0,0.548,-2.98,4,4636.3,1.35,"{""손절"": 2, ""동적익절"": 1, ""트레일링스탑"": 1}"
STABLE,-0.33,36.36,0.92,-2.39,11,12825.19,14.63,"{""손절"": 5, ""동적익절"": 4, ""강제청산"": 1, ""횡보정리"": 1}"
STEEM,-1.84,0.0,0.0,-1.98,2,2287.22,2.33,"{""손절"": 2}"
SUI,-4.54,16.67,0.186,-5.36,12,13886.15,10.61,"{""횡보정리"": 2, ""손절"": 8, ""동적익절"": 2}"
SUNDOG,5.89,100.0,,-0.82,4,4814.22,1.1,"{""동적익절"": 4}"
SUPER,-2.28,37.5,0.573,-3.3,8,9276.11,28.2,"{""손절"": 3, ""동적익절"": 3, ""트레일링스탑"": 1, ""강제청산"": 1}"
SWAP,-0.52,42.86,0.842,-2.69,7,8153.63,2.9,"{""동적익절"": 3, ""손절"": 3, ""트레일링스탑"": 1}"
SXT,-0.6,0.0,0.0,-0.66,1,1151.52,2.5,"{""손절"": 1}"
TAIKO,1.65,100.0,,-0.5,2,2374.6,2.5,"{""동적익절"": 2}"
TAO,-3.43,22.22,0.263,-3.96,9,10413.97,6.73,"{""손절"": 7, ""동적익절"": 2}"
TAVA,-3.47,16.67,0.253,-3.89,6,6912.92,1.75,"{""손절"": 5, ""동적익절"": 1}"
TDROP,-0.96,25.0,0.592,-2.32,4,4642.51,7.52,"{""횡보정리"": 1, ""동적익절"": 1, ""손절"": 2}"
TEMCO,2.56,66.67,8.034,-0.88,3,3564.24,8.67,"{""횡보정리"": 1, ""동적익절"": 2}"
THE,1.71,60.0,2.21,-2.24,5,5876.28,1.63,"{""손절"": 2, ""트레일링스탑"": 2, ""동적익절"": 1}"
THETA,-0.62,0.0,0.0,-0.68,1,1151.15,1.25,"{""손절"": 1}"
TOWNS,0.09,40.0,1.069,-1.34,5,5835.68,1.42,"{""손절"": 2, ""동적익절"": 1, ""트레일링스탑"": 1, ""백테스트종료"": 1}"
TRAC,8.51,100.0,,-0.93,2,2546.68,6.25,"{""트레일링스탑"": 1, ""동적익절"": 1}"
TREE,0.92,66.67,1.539,-2.06,6,7023.04,16.97,"{""동적익절"": 3, ""손절"": 1, ""강제청산"": 1, ""트레일링스탑"": 1}"
TRUMP,-1.86,38.46,0.578,-4.52,13,15120.07,6.51,"{""동적익절"": 3, ""손절"": 6, ""횡보정리"": 1, ""트레일링스탑"": 2, ""백테스트종료"": 1}"
