symbol,total_pnl_rate,win_rate,profit_factor,mdd,total_trades,total_fee,avg_holding_hours,reason_counts
SHIB,1.92,64.71,1.792,-1.82,17,15464.91,9.36,"{""전략매도"": 3, ""손절"": 2, ""동적익절"": 5, ""횡보정리"": 6, ""백테스트종료"": 1}"
SIGN,2.43,58.62,1.267,-5.04,29,29644.35,5.57,"{""손절"": 9, ""전략매도"": 6, ""동적익절"": 10, ""횡보정리"": 3, ""트레일링스탑"": 1}"
SOL,-2.45,43.48,0.497,-3.71,23,23271.8,10.12,"{""손절"": 3, ""동적익절"": 1, ""전략매도"": 15, ""횡보정리"": 4}"
SOLV,4.57,75.0,4.353,-1.3,8,8031.23,5.4,"{""동적익절"": 4, ""횡보정리"": 1, ""손절"": 1, ""전략매도"": 2}"
STEEM,-0.08,25.0,0.879,-0.93,4,4581.37,5.48,"{""횡보정리"": 1, ""전략매도"": 2, ""백테스트종료"": 1}"
SUI,-2.78,44.0,0.592,-4.24,25,26180.4,7.98,"{""전략매도"": 10, ""손절"": 5, ""트레일링스탑"": 2, ""동적익절"": 2, ""횡보정리"": 6}"
SUNDOG,-2.54,44.44,0.401,-3.46,9,9936.3,4.57,"{""횡보정리"": 2, ""손절"": 4, ""동적익절"": 2, ""전략매도"": 1}"
SXT,-1.0,66.67,0.08,-2.07,3,3724.85,5.56,"{""손절"": 1, ""전략매도"": 2}"
TOWNS,-0.76,63.64,0.738,-2.6,11,11647.59,4.41,"{""전략매도"": 4, ""손절"": 3, ""횡보정리"": 1, ""트레일링스탑"": 1, ""동적익절"": 1, ""백테스트종료"": 1}"
TRUMP,-3.06,45.83,0.588,-5.58,24,24506.63,7.82,"{""횡보정리"": 5, ""전략매도"": 10, ""동적익절"": 4, ""손절"": 5}"
TURBO,-1.57,52.63,0.751,-3.93,19,19544.08,8.46,"{""손절"": 6, ""동적익절"": 4, ""전략매도"": 3, ""횡보정리"": 5, ""백테스트종료"": 1}"
VIRTUAL,-0.74,50.0,0.905,-3.97,30,30814.83,7.47,"{""전략매도"": 12, ""손절"": 7, ""동적익절"": 5, ""횡보정리"": 4, ""트레일링스탑"": 1, ""백테스트종료"": 1}"
WLD,-3.4,41.38,0.477,-5.71,29,28248.06,8.16,"{""전략매도"": 18, ""손절"": 4, ""동적익절"": 2, ""횡보정리"": 4, ""백테스트종료"": 1}"
WLFI,-0.62,50.0,0.36,-1.33,6,5817.79,6.61,"{""전략매도"": 3, ""횡보정리"": 2, ""백테스트종료"": 1}"
XAI,-2.68,16.67,0.232,-3.53,6,6599.38,2.65,"{""트레일링스탑"": 1, ""손절"": 3, ""동적익절"": 1, ""백테스트종료"": 1}"
XAN,0.51,50.0,2.507,-0.83,4,3346.03,14.81,"{""전략매도"": 1, ""횡보정리"": 2, ""동적익절"": 1}"
XCN,1.11,33.33,4.642,-1.35,3,3777.75,11.64,"{""횡보정리"": 2, ""동적익절"": 1}"
XLM,-3.6,41.67,0.418,-5.81,24,23659.72,9.94,"{""손절"": 4, ""전략매도"": 9, ""횡보정리"": 10, ""백테스트종료"": 1}"
XRP,-1.68,33.33,0.606,-3.6,27,26207.84,8.04,"{""전략매도"": 17, ""손절"": 2, ""동적익절"": 1, ""횡보정리"": 6, ""백테스트종료"": 1}"
